63.9176,90.5316,47.6198,31.6582,19.8768
85.8945,36.1114,81.2391,40.3722,86.6314
71.4982,87.1358,41.2674,16.8597,56.9989
31.7134,44.4185,90.9626,8.4460,7.4006
28.3756,55.1096,25.4091,2.1258,24.4003
16.5137,98.9193,41.2348,85.7054,20.0287
5.4980,21.5227,35.7516,38.4310,84.9067
90.5290,84.3638,10.8616,16.5608,39.1905
62.7124,36.5959,52.1378,72.8005,74.2816
96.9762,62.4645,59.0529,98.3688,18.1179
6.6205,54.2288,17.3892,28.2345,48.2296
37.6478,77.8842,29.8846,58.4007,51.2618
73.2836,91.5256,61.6768,51.5673,87.9409
23.4245,16.5486,5.9572,65.7016,59.2716
2.6679,47.1544,2.1275,47.1454,73.7346
0.0101,28.6104,73.9922,37.8832,73.7084
55.4946,84.3605,52.7913,10.2936,66.5540
39.2643,3.0544,43.5540,97.7208,54.2684
53.8015,78.0041,6.6604,83.1590,21.2532
14.1428,81.2917,71.3095,7.2841,59.9013
12.5615,2.8354,7.7250,7.7651,82.5026
27.6052,61.2453,78.6710,32.8530,7.5024
8.8795,24.1529,93.8300,41.6031,88.7177
11.4584,6.8510,19.0386,9.2256,82.2519
30.7931,79.0662,98.5212,35.8378,31.8908
89.9594,14.3819,57.3506,13.6009,96.5821
66.1781,7.4525,24.9634,56.8839,71.8876
72.6726,11.5010,43.3231,26.2652,47.1803
29.8746,45.6700,33.7641,53.1280,98.9389
46.6861,50.4136,91.9165,22.2331,37.6474
10.9298,67.2048,52.6945,27.6438,5.8114
97.4069,50.2195,78.2620,29.5280,58.8129
68.4337,75.6809,92.4088,13.4505,48.8767
30.1686,36.8288,78.1137,11.7057,25.1366
74.4317,77.4991,56.8608,0.4842,73.9814
87.9705,19.8907,27.4707,57.0132,99.7952
94.6755,56.8503,15.6426,23.0510,55.4010
42.3752,14.7268,39.8098,65.6408,76.1112
11.1367,73.2812,21.9663,28.7024,59.3746
76.8540,25.1819,19.5543,41.0107,40.4868
18.2431,51.2699,60.7378,88.9629,21.5437
37.5601,2.1843,87.3095,72.3346,74.3033
25.8468,97.3595,76.6925,78.2507,81.8491
93.8170,92.8031,40.4959,72.9614,17.7002
8.1108,66.2888,89.3853,67.2968,18.3250
78.5028,37.0741,65.4621,21.3655,43.3495
84.1135,79.0777,32.0365,52.7551,18.3048
58.5048,11.0136,49.0898,92.4091,43.4073
31.0046,52.8960,5.4416,49.0037,8.6745
20.3692,10.1096,0.1871,63.2884,2.0703
41.9523,88.2633,77.8921,37.6146,36.6653
47.8223,87.3102,50.9195,97.1124,23.2051
18.3242,84.3076,98.8167,93.3599,11.6493
45.3588,53.2737,58.2242,71.5544,65.2244
80.9245,88.3722,65.7336,77.2414,54.3698
36.3563,56.7124,21.2769,25.5090,11.9363
98.3548,36.0412,11.5577,27.8893,27.2764
73.9620,0.1487,18.4573,39.6573,27.6936
92.2447,61.9600,40.0983,70.0912,72.6428
64.8791,46.7910,87.4984,99.8891,54.8095
30.4368,70.4541,13.6525,78.5269,87.8365
50.5705,67.4639,72.8415,81.6014,7.7575
69.6579,47.2464,90.6304,9.6465,9.7995
96.1194,46.6221,65.6039,57.4802,17.3164
22.8547,53.6115,70.2297,21.7062,5.2287
23.8584,70.2340,72.8685,77.6078,13.7692
17.0207,30.0851,26.6288,97.8372,61.7861
90.8580,6.0055,34.4192,47.6798,76.7345
45.4139,42.7254,91.8053,24.1859,59.3361
46.7114,33.3126,97.7175,78.0851,54.1308
71.9949,94.5849,97.8722,13.0133,58.3998
59.4313,76.7033,51.1210,56.4286,78.8878
14.6930,55.0866,7.6149,92.9939,55.0085
70.4005,23.1129,62.3359,79.1417,41.5605
64.1525,38.5924,14.4474,39.0725,2.5502
52.0597,80.3693,99.6803,98.5766,89.6591
85.6960,91.2321,97.8769,17.3107,58.3992
31.6219,92.4289,83.3682,18.0156,11.0114
91.5520,90.0876,4.5644,42.6752,59.0622
34.9951,72.6612,35.1466,88.6557,73.1158
25.3459,96.6210,82.5268,40.7168,87.0835
58.0064,74.7024,54.7801,91.7546,24.6050
45.5664,21.5688,44.0423,29.5024,61.3292
0.7965,99.1263,74.5443,90.1756,93.5304
93.1335,92.2161,38.0787,31.9151,26.0677
95.5211,55.3017,74.5720,58.2064,46.9592
1.9512,62.0126,98.4858,46.4280,22.9343
3.9203,59.4444,12.9276,62.7879,99.5196
66.9007,39.8942,70.3314,22.6460,57.3288
9.6057,28.2553,74.2356,89.1371,11.3016
84.6145,50.6687,95.2788,19.5573,49.1722
94.4728,66.6899,83.2178,96.9584,7.6673
60.1023,5.6481,60.4167,70.5245,67.8594
13.8119,91.0644,98.6257,27.5504,50.7647
99.5210,87.3310,43.9325,25.2423,39.3074
92.7802,75.1262,27.3657,32.6671,60.1868
60.1962,67.3027,19.7045,26.7366,21.5711
8.6495,63.7804,11.7449,47.2559,57.6535
14.7396,25.0862,50.4467,5.4386,17.3557
9.0916,21.7054,23.6774,22.3997,2.0699
